## Symbol Dependencies
name,kind,location,is_cycle,is_static,dependencies
htmlDocContentDumpOutput,function,HTMLtree.c:1175,,,xmlOutputBuffer;xmlNodePtr;XMLPUBFUN;xmlDoc
xmlSAX2SetDocumentLocator,function,SAX2.c:780,,,XMLPUBFUN;xmlSAXLocator
xmlSAX2GetEntity,function,SAX2.c:451,,,xmlParserCtxtPtr;xmlEntity;xmlEntityPtr;xmlChar
xmlSAX2GetParameterEntity,function,SAX2.c:495,,,xmlParserCtxtPtr;xmlEntity;xmlEntityPtr;xmlChar
xmlSAX2AttributeDecl,function,SAX2.c:612,,,xmlEnumeration;xmlAttributeDefault;xmlChar;xmlParserCtxtPtr;xmlAttributeType;xmlAttributePtr;XMLPUBFUN
xmlSAX2ElementDecl,function,SAX2.c:673,,,xmlElementContent;xmlChar;xmlParserCtxtPtr;xmlElementTypeVal;XMLPUBFUN;xmlElementPtr
xmlBufFromBuffer,function,buf.c:503,,,xmlBufPtr;xmlBuffer;xmlBuf
xmlBufBackToBuffer,function,buf.c:549,,,xmlBuffer;xmlBuf;XML_HIDDEN
xmlBufferCreate,function,buf.c:651,,,xmlBuffer;xmlBufferPtr
xmlBufferCreateSize,function,buf.c:679,,,xmlBuffer;xmlBufferPtr
xmlBufferDetach,function,buf.c:721,,,xmlBuffer;xmlChar
xmlBufferSetAllocationScheme,function,buf.c:772,,,xmlBuffer;XMLPUBFUN;xmlBufferAllocationScheme
xmlBufferFree,function,buf.c:782,,,xmlBuffer;XMLPUBFUN
xmlBufferEmpty,function,buf.c:800,,,xmlBuffer;XMLPUBFUN
xmlBufferShrink,function,buf.c:827,,,xmlBuffer
xmlBufferGrow,function,buf.c:857,,,xmlBuffer;xmlChar
xmlBufferDump,function,buf.c:910,,,xmlBuffer;XMLPUBFUN
xmlBufferLength,function,buf.c:945,,,xmlBuffer;XMLPUBFUN
xmlBufferResize,function,buf.c:963,,,xmlBuffer
xmlBufferAdd,function,buf.c:987,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferAddHead,function,buf.c:1018,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferCat,function,buf.c:1070,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferCCat,function,buf.c:1082,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferWriteCHAR,function,buf.c:1093,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferWriteChar,function,buf.c:1106,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlBufferWriteQuotedString,function,buf.c:1121,,,xmlBuffer;XMLPUBFUN;xmlChar
xmlC14NExecute,function,c14n.c:1818,,,xmlC14NIsVisibleCallback;xmlNodePtr;xmlC14NCtxPtr;XMLPUBFUN;xmlC14NMode;xmlDoc;xmlOutputBuffer;xmlChar
xmlParseCatalogFile,function,catalog.c:861,,,xmlParserInputPtr;xmlParserInputBufferPtr;xmlDoc;xmlChar;xmlParserCtxtPtr;xmlDocPtr
xmlDebugDumpDTD,function,debugXML.c:1487,,,xmlDebugCtxt;xmlDtd;XMLPUBFUN
xmlDebugDumpEntities,function,debugXML.c:1347,,,xmlDebugCtxt;XMLPUBFUN;xmlDoc
xmlDebugDumpDocumentHead,function,debugXML.c:1447,,,xmlDebugCtxt;XMLPUBFUN;xmlDoc
xmlDebugDumpDocument,function,debugXML.c:1467,,,xmlDebugCtxt;XMLPUBFUN;xmlDoc
xmlDebugCheckDocument,function,debugXML.c:1515,,,xmlDebugCtxt;XMLPUBFUN;xmlDoc
xmlFindCharEncodingHandler,function,encoding.c:1187,,,xmlCharEncodingHandler;xmlStrcasecmp;xmlCharEncFlags;BAD_CAST
xmlCharEncInput,function,encoding.c:1793,,,xmlBufPtr;xmlCharEncError;xmlChar;xmlParserInputBuffer;XML_HIDDEN
xmlCharEncOutput,function,encoding.c:1976,,,xmlOutputBuffer;xmlBufPtr;XML_HIDDEN;xmlChar
xmlFreeEntity,function,entities.c:83,,,xmlEntity;xmlEntityPtr;XMLPUBFUN;xmlDictPtr
xmlGetPredefinedEntity,function,entities.c:305,,,xmlEntity;xmlChar
xmlDumpEntityDecl,function,entities.c:672,,,xmlEntity;xmlBuffer;xmlNodePtr;xmlSaveCtxtPtr
xmlDumpEntitiesTable,function,entities.c:708,,,xmlBuffer;xmlEntitiesTable;xmlSaveCtxtPtr
xmlAddEntity,function,entities.c:185,,,xmlNodePtr;xmlDtdPtr;XMLPUBFUN;xmlDictPtr;xmlEntity;xmlDoc;xmlChar;xmlEntitiesTablePtr;xmlEntityPtr
xmlNewEntity,function,entities.c:395,,,xmlEntity;xmlDoc;xmlChar
xmlGetParameterEntity,function,entities.c:427,,,xmlEntity;xmlDoc;xmlChar;xmlEntitiesTablePtr;xmlEntityPtr
xmlGetDtdEntity,function,entities.c:454,,,xmlEntity;xmlDoc;xmlChar;xmlEntitiesTablePtr
xmlGetDocEntity,function,entities.c:475,,,xmlEntity;xmlDoc;xmlChar;xmlEntitiesTablePtr;xmlEntityPtr
xmlEncodeEntitiesReentrant,function,entities.c:521,,,xmlDoc;xmlChar
xmlSAXParseDTD,function,parser.c:11597,,,xmlSAXHandler;xmlParserInputPtr;xmlChar;xmlParserCtxtPtr;xmlDtd;xmlDtdPtr
xmlSAXParseEntity,function,parser.c:12292,,,xmlSAXHandler;xmlDocPtr;xmlDoc;xmlParserCtxtPtr
xmlSAXParseFileWithData,function,parser.c:12472,,,xmlSAXHandler;xmlParserInputPtr;xmlDoc;xmlParserCtxtPtr;xmlDocPtr
xmlSAXParseMemoryWithData,function,parser.c:12713,,,xmlSAXHandler;xmlParserInputPtr;xmlDoc;xmlParserCtxtPtr;xmlDocPtr
xmlSAXParseDoc,function,parser.c:12887,,,xmlSAXHandler;xmlDoc;xmlChar;xmlParserCtxtPtr;xmlDocPtr;xmlSAXHandlerPtr
xmlReadDoc,function,parser.c:13324,,,xmlParserInputPtr;xmlDoc;xmlChar;xmlParserCtxtPtr;xmlDocPtr
xmlReadFile,function,parser.c:13364,,,xmlParserCtxtPtr;xmlDocPtr;xmlDoc;xmlParserInputPtr
xmlReadMemory,function,parser.c:13410,,,xmlParserCtxtPtr;xmlDocPtr;xmlDoc;xmlParserInputPtr
xmlReadFd,function,parser.c:13451,,,xmlParserCtxtPtr;xmlDocPtr;xmlDoc;xmlParserInputPtr
xmlReadIO,function,parser.c:13486,,,xmlParserInputPtr;xmlDoc;xmlInputCloseCallback;xmlParserCtxtPtr;xmlDocPtr;xmlInputReadCallback
xmlIOParseDTD,function,parser.c:11548,,,xmlSAXHandler;xmlParserInputPtr;xmlParserCtxtPtr;xmlCharEncoding;xmlDtd;xmlDtdPtr;xmlParserInputBuffer
xmlParserInput,struct,include/libxml/parser.h:101,,,xmlParserInputBuffer;xmlEntity;xmlParserInputDeallocate;xmlChar
xmlInitNodeInfoSeq,function,parserInternals.c:3281,,,xmlParserNodeInfoSeq
xmlClearNodeInfoSeq,function,parserInternals.c:3298,,,xmlParserNodeInfoSeq
xmlRelaxNGNewDocParserCtxt,function,relaxng.c:6526,,,xmlRelaxNGParserCtxtPtr;xmlDoc;xmlRelaxNGParserCtxt;xmlDocPtr
xmlRelaxNGValidateDoc,function,relaxng.c:10591,,,xmlDoc;xmlNodePtr;XMLPUBFUN;xmlRelaxNGValidCtxt
xmlSchematronNewDocParserCtxt,function,schematron.c:705,,,xmlSchematronParserCtxtPtr;xmlDoc;xmlSchematronParserCtxt
xmlSchematronValidateDoc,function,schematron.c:1898,,,xmlSchematronValidCtxt;xmlDoc;xmlSchematronRulePtr;xmlSchematronPatternPtr;xmlNodePtr;XMLPUBFUN;xmlSchematronTestPtr
xmllintShell,function,shell.c:1068,,,xmlXPathObjectPtr;xmlDoc;xmlChar;xmlNodePtr;xmllintShellCtxtPtr
xmlAttribute,struct,include/libxml/tree.h:335,,,xmlEnumeration;xmlAttributeDefault;xmlChar;xmlAttributeType;xmlElementType;XML_DEPRECATED_MEMBER
xmlFreeNs,function,tree.c:591,,,xmlNs;XMLPUBFUN
xmlFreeNsList,function,tree.c:606,,,xmlNs;xmlNsPtr;XMLPUBFUN
xmlCopyNamespace,function,tree.c:3600,,,xmlNs;xmlNsPtr
xmlCopyNamespaceList,function,tree.c:3622,,,xmlNs;xmlNsPtr
xmlAttr,struct,include/libxml/tree.h:561,,,xmlNs;xmlAttributeType;xmlElementType;xmlChar
xmlNode,struct,include/libxml/tree.h:666,,,xmlNs;xmlElementType;xmlChar
xmlFreeDtd,function,tree.c:816,,,xmlAttributeTablePtr;xmlElementTablePtr;xmlNodePtr;xmlDtd;XMLPUBFUN;xmlDictPtr;xmlEntitiesTablePtr;xmlNotationTablePtr
xmlCopyDtd,function,tree.c:4194,,,xmlAttributeTablePtr;xmlElementTablePtr;xmlNodePtr;xmlDtd;xmlDtdPtr;xmlElementPtr;xmlEntitiesTablePtr;xmlNotationTablePtr;xmlEntityPtr;xmlAttributePtr
xmlNewDtd,function,tree.c:635,,,xmlDoc;xmlChar;xmlNodePtr;xmlDtd;xmlDtdPtr
xmlGetIntSubset,function,tree.c:687,,,xmlDoc;xmlNodePtr;xmlDtd;xmlDtdPtr
xmlCreateIntSubset,function,tree.c:717,,,xmlDoc;xmlChar;xmlNodePtr;xmlDtd;xmlDtdPtr
xmlNewDoc,function,tree.c:871,,,xmlDocPtr;xmlDoc;xmlNodePtr;xmlChar
xmlFreeDoc,function,tree.c:914,,,xmlDoc;xmlRefTablePtr;xmlIDTablePtr;xmlNodePtr;xmlDictPtr;xmlDtdPtr;XMLPUBFUN
xmlCopyDoc,function,tree.c:4301,,,xmlDocPtr;xmlDoc;xmlNodePtr
xmlGetDocCompressMode,function,tree.c:6690,,,xmlDoc;XMLPUBFUN
xmlSetDocCompressMode,function,tree.c:6704,,,xmlDoc;XMLPUBFUN
xmlSaveUri,function,uri.c:1095,,,xmlChar;BAD_CAST;xmlStrEqual;xmlURI
xmlDumpElementTable,function,valid.c:1381,,,xmlBuffer;xmlElementTable;xmlSaveCtxtPtr
xmlDumpAttributeTable,function,valid.c:1877,,,xmlBuffer;xmlAttributeTable;xmlSaveCtxtPtr
xmlDumpNotationTable,function,valid.c:2104,,,xmlBuffer;xmlSaveCtxtPtr;XMLPUBFUN;xmlNotationTable
xmlDumpNotationDecl,function,valid.c:2082,,,xmlBuffer;xmlSaveCtxtPtr;xmlNotation
xmlCreateEnumeration,function,valid.c:1404,,,xmlEnumeration;xmlEnumerationPtr;xmlChar
xmlFreeEnumeration,function,valid.c:1429,,,xmlEnumeration;xmlEnumerationPtr;XMLPUBFUN;xmlChar
xmlCopyEnumeration,function,valid.c:1450,,,xmlEnumeration;xmlEnumerationPtr
xmlFreeElementContent,function,valid.c:929,,,xmlElementContent
xmlSprintfElementContent,function,valid.c:944,,,xmlElementContent
xmlSnprintfElementContent,function,valid.c:962,,,xmlElementContent
xmlValidGetPotentialChildren,function,valid.c:6390,,,xmlElementContent;xmlChar
xmlNewDocElementContent,function,valid.c:696,,,xmlElementContentType;xmlDoc;xmlElementContent;xmlElementContentPtr;xmlChar;xmlDictPtr
xmlCopyDocElementContent,function,valid.c:767,,,xmlDoc;xmlElementContent;xmlElementContentPtr;xmlDictPtr
xmlFreeDocElementContent,function,valid.c:874,,,xmlDoc;xmlElementContent;xmlElementContentPtr;xmlChar;xmlDictPtr
xmlGetRefs,function,valid.c:2760,,,xmlChar;xmlDoc;xmlRefTablePtr;xmlList
xmlIsMixedElement,function,valid.c:3032,,,xmlDoc;xmlChar;xmlElementPtr
xmlXIncludeNewContext,function,xinclude.c:258,,,xmlXIncludeCtxtPtr;xmlXIncludeCtxt;xmlDoc
xmlXIncludeProcessFlagsData,function,xinclude.c:2091,,,xmlDoc;xmlNodePtr;XMLPUBFUN
xmlXIncludeProcessFlags,function,xinclude.c:2111,,,xmlDoc;XMLPUBFUN
xmlXIncludeProcess,function,xinclude.c:2123,,,xmlDoc;XMLPUBFUN
xmlInputFromFd,function,xmlIO.c:1201,,,off_t;xmlParserErrors;xmlFdIOCtxt;XML_HIDDEN;xmlParserInputFlags;xzFile;gzFile;xmlParserInputBuffer
xmlAllocParserInputBuffer,function,xmlIO.c:1380,,,xmlParserInputBuffer;xmlParserInputBufferPtr;xmlCharEncoding
xmlFreeParserInputBuffer,function,xmlIO.c:1467,,,xmlParserInputBuffer;XMLPUBFUN
xmlParserInputBufferCreateUrl,function,xmlIO.c:1551,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlParserErrors;xmlInputCallback;xmlCharEncoding;XML_HIDDEN;xmlParserInputBuffer
xmlParserInputBufferCreateFilename,function,xmlIO.c:1651,,,xmlParserInputBuffer;xmlParserInputBufferPtr;xmlCharEncoding;xmlParserErrors
xmlParserInputBufferCreateFile,function,xmlIO.c:1807,,,xmlParserInputBuffer;xmlParserInputBufferPtr;xmlCharEncoding
xmlParserInputBufferCreateFd,function,xmlIO.c:1921,,,xmlParserInputBuffer;xmlParserInputBufferPtr;xmlFdIOCtxt;xmlCharEncoding
xmlNewInputBufferMemory,function,xmlIO.c:1981,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlChar;xmlParserInputBuffer;xmlMemIOCtxt;xmlCharEncoding
xmlNewInputBufferString,function,xmlIO.c:2091,,,xmlParserInputBuffer;xmlParserInputBufferPtr;xmlParserInputFlags;xmlChar
xmlParserInputBufferCreateIO,function,xmlIO.c:2165,,,xmlParserInputBufferPtr;xmlInputCloseCallback;xmlParserInputBuffer;xmlInputReadCallback;xmlCharEncoding
xmlParserInputBufferPush,function,xmlIO.c:2272,,,xmlParserInputBuffer;xmlChar
xmlParserInputBufferGrow,function,xmlIO.c:2340,,,xmlParserInputBuffer;xmlBufPtr
xmlParserInputBufferRead,function,xmlIO.c:2427,,,xmlParserInputBuffer
xmlSerializeText,function,xmlIO.c:308,,,xmlOutputBuffer;XML_HIDDEN;xmlChar
xmlAllocOutputBuffer,function,xmlIO.c:1423,,,xmlCharEncodingHandler;xmlOutputBuffer;xmlOutputBufferPtr
xmlOutputBufferClose,function,xmlIO.c:1498,,,xmlOutputBuffer;XMLPUBFUN
__xmlOutputBufferCreateFilename,function,xmlIO.c:1693,,,xmlOutputBufferPtr;xmlOutputBuffer;xmlParserErrors;xmlCharEncodingHandler;xmlOutputCallback;xmlURIPtr
xmlOutputBufferCreateFile,function,xmlIO.c:1834,,,xmlCharEncodingHandler;xmlOutputBuffer;xmlOutputBufferPtr
xmlOutputBufferCreateBuffer,function,xmlIO.c:1861,,,xmlOutputBufferPtr;xmlBuffer;xmlOutputBuffer;xmlCharEncodingHandler
xmlOutputBufferGetSize,function,xmlIO.c:1896,,,xmlOutputBuffer;XMLPUBFUN
xmlOutputBufferCreateFd,function,xmlIO.c:2122,,,xmlCharEncodingHandler;xmlOutputBuffer;xmlFdIOCtxt;xmlOutputBufferPtr
xmlOutputBufferCreateIO,function,xmlIO.c:2195,,,xmlOutputBufferPtr;xmlOutputBuffer;xmlOutputCloseCallback;xmlCharEncodingHandler;xmlOutputWriteCallback
xmlOutputBufferWrite,function,xmlIO.c:2445,,,xmlOutputBuffer;xmlBufPtr;XMLPUBFUN;xmlChar
xmlOutputBufferWriteEscape,function,xmlIO.c:2545,,,xmlOutputBuffer;xmlCharEncodingOutputFunc;xmlChar;XMLPUBFUN
xmlOutputBufferWriteString,function,xmlIO.c:2617,,,xmlOutputBuffer;XMLPUBFUN
xmlOutputBufferWriteQuotedString,function,xmlIO.c:2645,,,xmlOutputBuffer;XML_HIDDEN;xmlChar
xmlOutputBufferFlush,function,xmlIO.c:2692,,,xmlOutputBuffer;XMLPUBFUN
xmlTextReaderCurrentDoc,function,xmlreader.c:3899,,,xmlTextReader;xmlDoc
xmlReaderWalker,function,xmlreader.c:4957,,,xmlTextReader;xmlDoc;xmlTextReaderPtr
xmlReaderNewWalker,function,xmlreader.c:5172,,,xmlTextReader;xmlDoc;XMLPUBFUN
xmlNewTextReader,function,xmlreader.c:1988,,,xmlParserInputBuffer;xmlTextReader;xmlTextReaderPtr;xmlSAXHandler
xmlTextReaderGetRemainder,function,xmlreader.c:2438,,,xmlParserInputBuffer;xmlTextReader;xmlParserInputBufferPtr
xmlTextReaderSetup,function,xmlreader.c:4710,,,xmlParserInputPtr;xmlParserInputBufferPtr;xmlTextReader;xmlSAXHandler;xmlChar;xmlParserInputBuffer;XMLPUBFUN
xmlSaveToBuffer,function,xmlsave.c:1896,,,xmlSaveCtxt;xmlBuffer;xmlSaveCtxtPtr
xmlSaveNotationDecl,function,xmlsave.c:2008,,,xmlNotation;xmlSaveCtxt;XML_HIDDEN
xmlSaveDoc,function,xmlsave.c:1958,,,xmlDoc;xmlSaveCtxt;XMLPUBFUN
xmlDocDumpFormatMemoryEnc,function,xmlsave.c:2427,,,xmlOutputBufferPtr;xmlDoc;XMLPUBFUN;xmlChar
xmlDocDumpMemory,function,xmlsave.c:2470,,,xmlDoc;XMLPUBFUN;xmlChar
xmlDocDumpFormatMemory,function,xmlsave.c:2484,,,xmlDoc;XMLPUBFUN;xmlChar
xmlDocDumpMemoryEnc,function,xmlsave.c:2498,,,xmlDoc;XMLPUBFUN;xmlChar
xmlDocFormatDump,function,xmlsave.c:2519,,,xmlOutputBufferPtr;xmlDoc;XMLPUBFUN
xmlDocDump,function,xmlsave.c:2545,,,xmlDoc;XMLPUBFUN
xmlSaveFormatFileEnc,function,xmlsave.c:2619,,,xmlOutputBufferPtr;xmlDoc;XMLPUBFUN
xmlSaveFileEnc,function,xmlsave.c:2650,,,xmlDoc;XMLPUBFUN
xmlSaveFormatFile,function,xmlsave.c:2663,,,xmlDoc;XMLPUBFUN
xmlSaveFile,function,xmlsave.c:2676,,,xmlDoc;XMLPUBFUN
xmlNsListDumpOutput,function,xmlsave.c:813,,,xmlNs;xmlOutputBuffer;XML_HIDDEN
xmlBufAttrSerializeTxtContent,function,xmlsave.c:2140,,,xmlOutputBuffer;XML_HIDDEN;xmlChar;xmlDoc
xmlSaveFileTo,function,xmlsave.c:2560,,,xmlOutputBuffer;XMLPUBFUN;xmlDoc
xmlSaveFormatFileTo,function,xmlsave.c:2584,,,xmlOutputBuffer;XMLPUBFUN;xmlDoc
xmlSchemaNewDocParserCtxt,function,xmlschemas.c:12214,,,xmlSchemaParserCtxt;xmlDoc;xmlSchemaParserCtxtPtr
xmlSchemaValidateDoc,function,xmlschemas.c:27731,,,ACTXT_CAST;xmlDoc;xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaValidateStream,function,xmlschemas.c:28379,,,xmlSAXHandler;xmlParserInputPtr;xmlSchemaValidCtxt;xmlParserCtxtPtr;xmlCharEncoding;XMLPUBFUN;xmlParserInputBuffer
xmlNewTextWriterMemory,function,xmlwriter.c:259,,,xmlOutputBufferPtr;xmlBuffer;xmlTextWriter;xmlTextWriterPtr
xmlNewTextWriterDoc,function,xmlwriter.c:337,,,xmlSAXHandler;xmlDoc;xmlParserCtxtPtr;xmlTextWriter;xmlTextWriterPtr
xmlXPathNodeSetFreeNs,function,xpath.c:2632,,,xmlNs;XMLPUBFUN;xmlChar
xmlXPathOrderDocElems,function,xpath.c:2349,,,xmlDoc;xmlNodePtr;XML_INTPTR_T;XMLPUBFUN
htmlAutoCloseTag,function,HTMLparser.c:1438,,,xmlNode;xmlDoc;htmlNodePtr;xmlChar
htmlIsAutoClosed,function,HTMLparser.c:1464,,,xmlNode;xmlDoc;htmlNodePtr
htmlNodeStatus,function,HTMLparser.c:5493,,,xmlNode;htmlStatus
htmlCtxtParseContentInternal,function,HTMLparser.c:4339,,,htmlParserCtxt;xmlChar;xmlNode;xmlNodePtr;xmlParserInput
htmlCtxtParseDocument,function,HTMLparser.c:5648,,,htmlDocPtr;htmlParserCtxt;xmlParserInput;xmlDoc
htmlNodeDump,function,HTMLtree.c:511,,,xmlBufPtr;xmlDoc;xmlNode;xmlBuffer;XMLPUBFUN
htmlNodeDumpFileFormat,function,HTMLtree.c:548,,,xmlOutputBufferPtr;xmlDoc;xmlNode;xmlCharEncodingHandlerPtr;XMLPUBFUN
htmlNodeDumpFile,function,HTMLtree.c:583,,,xmlNode;xmlDoc;XMLPUBFUN
htmlNodeDumpInternal,function,HTMLtree.c:832,,,xmlAttrPtr;htmlElemDesc;htmlMetaEncoding;xmlNodePtr;xmlStrcasecmp;XML_HIDDEN;xmlOutputBuffer;xmlChar;xmlNode;xmlDocPtr;BAD_CAST
htmlNodeDumpFormatOutput,function,HTMLtree.c:1128,,,xmlNode;xmlOutputBuffer;XMLPUBFUN;xmlDoc
htmlNodeDumpOutput,function,HTMLtree.c:1145,,,xmlNode;xmlOutputBuffer;XMLPUBFUN;xmlDoc
xmlSAX2ResolveEntity,function,SAX2.c:392,,,xmlParserCtxtPtr;xmlChar;xmlParserInputPtr;xmlParserInput
xmlBufResetInput,function,buf.c:588,,,xmlBuf;XML_HIDDEN;xmlParserInput
xmlBufUpdateInput,function,buf.c:605,,,xmlBuf;XML_HIDDEN;xmlParserInput
xmlDebugDumpAttr,function,debugXML.c:1328,,,xmlDebugCtxt;xmlAttr;XMLPUBFUN
xmlDebugDumpAttrList,function,debugXML.c:1366,,,xmlDebugCtxt;xmlAttr;XMLPUBFUN
xmlDebugDumpOneNode,function,debugXML.c:1386,,,xmlNode;xmlDebugCtxt;XMLPUBFUN
xmlDebugDumpNode,function,debugXML.c:1406,,,xmlNode;xmlDebugCtxt;XMLPUBFUN
xmlDebugDumpNodeList,function,debugXML.c:1427,,,xmlNode;xmlDebugCtxt;XMLPUBFUN
xmlVRaiseError,function,error.c:718,,,xmlParserCtxtPtr;_xmlNode;xmlStructuredErrorFunc;XML_HIDDEN;xmlGenericErrorFunc;xmlNode;xmlErrorPtr;xmlErrorLevel
xmlRaiseError,function,error.c:801,,,xmlGenericErrorFunc;xmlNode;xmlStructuredErrorFunc;xmlErrorLevel
xmlParseExternalEntity,function,parser.c:11934,,,xmlSAXHandler;xmlDoc;xmlNode;xmlChar;xmlParserCtxtPtr
xmlParseBalancedChunkMemory,function,parser.c:11977,,,xmlSAXHandler;xmlDoc;xmlChar;xmlNode;XMLPUBFUN
xmlParseInNodeContext,function,parser.c:12144,,,xmlParserInputPtr;xmlParserCtxtPtr;xmlParserErrors;xmlNode;xmlDocPtr;xmlNodePtr;XMLPUBFUN
xmlParseBalancedChunkMemoryRecover,function,parser.c:12225,,,xmlNodePtr;XMLPUBFUN;xmlParserInputPtr;xmlSAXHandler;xmlDoc;xmlNode;xmlChar;xmlParserCtxtPtr
xmlParserFindNodeInfoIndex,function,parserInternals.c:3318,,,xmlNode;xmlParserNodeInfoSeq
xmlParserInputRead,function,parserInternals.c:542,,,xmlParserInput
xmlParserInputGrow,function,parserInternals.c:648,,,xmlParserInput;XMLPUBFUN
xmlParserInputShrink,function,parserInternals.c:721,,,xmlParserInput
xmlInputSetEncodingHandler,function,parserInternals.c:1298,,,xmlParserInputBufferPtr;xmlParserErrors;xmlCharEncError;xmlCharEncodingHandler;xmlStrcasecmp;xmlParserInput;xmlBufPtr;BAD_CAST
xmlFreeInputStream,function,parserInternals.c:1714,,,xmlParserInput;xmlChar;XMLPUBFUN
xmlNewInputFromMemory,function,parserInternals.c:1837,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlParserInput
xmlNewInputFromString,function,parserInternals.c:1899,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlParserInput
xmlNewInputFromFd,function,parserInternals.c:1962,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlParserInput
xmlNewInputFromIO,function,parserInternals.c:2037,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlInputCloseCallback;xmlInputReadCallback;xmlParserInput
xmlNewPushInput,function,parserInternals.c:2101,,,xmlParserInputPtr;xmlParserInputBufferPtr;xmlParserInput
xmlNewInputFromUrl,function,parserInternals.c:2392,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlParserInputPtr;xmlParserErrors;xmlParserInput;XMLPUBFUN
xmlPatternMatch,function,pattern.c:2218,,,xmlNode;xmlPattern;XMLPUBFUN
xmlRelaxNGValidatePushElement,function,relaxng.c:7993,,,xmlRegExecCtxtPtr;xmlRelaxNGDefinePtr;XMLPUBFUN;xmlRelaxNGValidCtxt;xmlDoc;xmlRelaxNGGrammarPtr;xmlRelaxNGPtr;xmlNode
xmlRelaxNGValidatePopElement,function,relaxng.c:8096,,,xmlRegExecCtxtPtr;xmlDoc;xmlNode;XMLPUBFUN;xmlRelaxNGValidCtxt
xmlRelaxNGValidateFullElement,function,relaxng.c:8135,,,xmlDoc;xmlNode;xmlRelaxNGValidStatePtr;XMLPUBFUN;xmlRelaxNGValidCtxt
xmlSchemaAnnot,struct,include/libxml/schemasInternals.h:160,,,xmlNode
main,function,testparser.c:1392,,,sqlOpen;errorHandler;sqlClose;sqlRead;xmlNodePtr;xmlDoc;LIBXML_TEST_VERSION;mainFunc;xmlNode;sqlMatch;xmlDocPtr;argc;BAD_CAST;xmlCatalogPtr;hello_world_t;xmlRegisterInputCallbacks;xmlTextReaderPtr;NULL;document;xmlModulePtr;argv;xmlURIPtr;xmlChar;xmlParserCtxtPtr;gJobPtr;testall_dict;execute_xpath_expression;example4
xmlElement,struct,include/libxml/tree.h:436,,,xmlElementContent;xmlElementType;xmlChar;xmlAttribute;xmlRegexp;xmlElementTypeVal;XML_DEPRECATED_MEMBER
xmlNewDocProp,function,tree.c:1619,,,xmlDoc;xmlAttrPtr;xmlChar;xmlNodePtr;xmlAttr
xmlFreePropList,function,tree.c:1662,,,xmlAttr;xmlAttrPtr;XMLPUBFUN
xmlFreeProp,function,tree.c:1678,,,xmlNodePtr;xmlAttr;XMLPUBFUN;xmlDictPtr
xmlRemoveProp,function,tree.c:1708,,,xmlAttr;xmlAttrPtr;XMLPUBFUN
xmlID,struct,include/libxml/tree.h:598,,,xmlAttr;xmlChar
xmlRef,struct,include/libxml/tree.h:619,,,xmlAttr;xmlChar
xmlNewNs,function,tree.c:513,,,xmlNode;xmlNs;xmlNsPtr;xmlChar
xmlSetNs,function,tree.c:576,,,xmlNode;xmlNs;XMLPUBFUN
xmlNodeParseContent,function,tree.c:1240,,,xmlNode;XML_HIDDEN;xmlChar
xmlNodeListGetStringInternal,function,tree.c:1295,,,xmlNode;xmlBufPtr;xmlChar
xmlNodeListGetString,function,tree.c:1371,,,xmlNode;xmlDoc;xmlChar
xmlNodeListGetRawString,function,tree.c:1411,,,xmlNode;xmlDoc;xmlChar
xmlNewDocPI,function,tree.c:1747,,,xmlNode;xmlDoc;xmlNodePtr;xmlChar
xmlNewDocNode,function,tree.c:1888,,,xmlDoc;xmlChar;xmlNode;xmlNs;xmlNodePtr
xmlNewDocNodeEatName,function,tree.c:1932,,,xmlDoc;xmlChar;xmlNode;xmlNs;xmlNodePtr
xmlNewDocRawNode,function,tree.c:1965,,,xmlDoc;xmlChar;xmlNode;xmlNs;xmlNodePtr
xmlNewDocFragment,function,tree.c:1997,,,xmlNode;xmlDoc;xmlNodePtr
xmlNewText,function,tree.c:2026,,,xmlNode;xmlNodePtr;xmlChar
xmlNewTextChild,function,tree.c:2071,,,xmlNode;xmlNs;xmlNodePtr;xmlChar
xmlNewCharRef,function,tree.c:2164,,,xmlNode;xmlDoc;xmlChar
xmlNewReference,function,tree.c:2198,,,xmlDoc;xmlChar;xmlNode;xmlEntityPtr;xmlNodePtr
xmlNewTextLen,function,tree.c:2277,,,xmlNode;xmlNodePtr;xmlChar
xmlNewComment,function,tree.c:2331,,,xmlNode;xmlNodePtr;xmlChar
xmlNewCDataBlock,function,tree.c:2369,,,xmlNode;xmlDoc;xmlNodePtr;xmlChar
xmlSetTreeDoc,function,tree.c:2576,,,xmlDoc;xmlAttrPtr;xmlNode;xmlNodePtr;XMLPUBFUN
