## Symbol Dependencies
name,kind,location,is_cycle,is_static,dependencies
xmlXIncludeSetFlags,function,xinclude.c:2025,,,xmlXIncludeCtxt;XMLPUBFUN
xmlXIncludeSetStreamingMode,function,xinclude.c:2040,,,xmlXIncludeCtxt;XML_HIDDEN
xlinkGetDefaultDetect,function,xlink.c:69,,,xlinkNodeDetectFunc
xlinkSetDefaultDetect,function,xlink.c:81,,,xlinkNodeDetectFunc
xlinkHandler,struct,include/libxml/xlink.h:155,,,xlinkSimpleLinkFunk;xlinkExtendedLinkFunk;xlinkExtendedLinkSetFunk
LLVMFuzzerInitialize,function,fuzz/xml.c:19,,,
LLVMFuzzerCustomMutator,function,fuzz/xml.c:251,,,xmlFuzzChunkDesc
xmlCheckFilename,function,xmlIO.c:637,,,_stat;stat
xmlFileMatch,function,xmlIO.c:883,,,
xmlFileRead,function,xmlIO.c:971,,,
xmlFileClose,function,xmlIO.c:1043,,,
xmlParserInputBufferCreateFilenameDefault,function,xmlIO.c:2224,,,xmlParserInputBufferCreateFilenameFunc;XMLPUBFUN
xmlOutputBufferCreateFilenameDefault,function,xmlIO.c:2246,,,xmlOutputBufferCreateFilenameFunc;XMLPUBFUN
xmlParserGetDirectory,function,xmlIO.c:2747,,,
xmlNoNetExists,function,xmlIO.c:2787,,,XML_HIDDEN
xmlInitIOCallbacks,function,xmlIO.c:2816,,,XML_HIDDEN
xmlRegisterInputCallbacks,function,xmlIO.c:2839,,,xmlInputCloseCallback;xmlInputMatchCallback;xmlInputOpenCallback;xmlInputReadCallback;XMLPUBFUN
xmlRegisterDefaultInputCallbacks,function,xmlIO.c:2858,,,XMLPUBFUN
xmlPopInputCallbacks,function,xmlIO.c:2869,,,XMLPUBFUN
xmlCleanupInputCallbacks,function,xmlIO.c:2886,,,XMLPUBFUN
xmlRegisterOutputCallbacks,function,xmlIO.c:2904,,,xmlOutputOpenCallback;xmlOutputMatchCallback;xmlOutputCloseCallback;xmlOutputWriteCallback;XMLPUBFUN
xmlRegisterDefaultOutputCallbacks,function,xmlIO.c:2923,,,XMLPUBFUN
xmlPopOutputCallbacks,function,xmlIO.c:2934,,,XMLPUBFUN
xmlCleanupOutputCallbacks,function,xmlIO.c:2951,,,XMLPUBFUN
xmlError,struct,include/libxml/xmlerror.h:118,,,xmlErrorLevel
xmlMemMalloc,function,xmlmemory.c:95,,,MEMHDR
xmlMemRealloc,function,xmlmemory.c:142,,,MEMHDR
xmlMemFree,function,xmlmemory.c:185,,,XMLPUBFUN;MEMHDR
xmlMemoryStrdup,function,xmlmemory.c:235,,,MEMHDR
xmlMemSize,function,xmlmemory.c:269,,,XMLPUBFUN;MEMHDR
xmlMemUsed,function,xmlmemory.c:289,,,XMLPUBFUN
xmlMemBlocks,function,xmlmemory.c:300,,,XMLPUBFUN
xmlMemDisplayLast,function,xmlmemory.c:315,,,nbBytes
xmlMemDisplay,function,xmlmemory.c:324,,,
xmlMemShow,function,xmlmemory.c:334,,,
xmlMemoryDump,function,xmlmemory.c:342,,,
xmlInitMemory,function,xmlmemory.c:359,,,
xmlInitMemoryInternal,function,xmlmemory.c:368,,,XML_HIDDEN
xmlCleanupMemory,function,xmlmemory.c:379,,,
xmlCleanupMemoryInternal,function,xmlmemory.c:387,,,XML_HIDDEN
xmlMemSetup,function,xmlmemory.c:414,,,xmlReallocFunc;xmlFreeFunc;XMLPUBFUN;xmlMallocFunc;xmlStrdupFunc
xmlMemGet,function,xmlmemory.c:442,,,xmlReallocFunc;xmlFreeFunc;XMLPUBFUN;xmlMallocFunc;xmlStrdupFunc
xmlGcMemSetup,function,xmlmemory.c:470,,,xmlFreeFunc;xmlMallocFunc;xmlReallocFunc;xmlStrdupFunc
xmlGcMemGet,function,xmlmemory.c:506,,,xmlFreeFunc;xmlMallocFunc;xmlReallocFunc;xmlStrdupFunc
xmlModuleSymbol,function,xmlmodule.c:97,,,xmlModule
xmlModuleClose,function,xmlmodule.c:123,,,xmlModule
xmlModuleFree,function,xmlmodule.c:150,,,xmlModule
xmlTextReaderRead,function,xmlreader.c:1201,,,xmlTextReader;xmlNodePtr;XMLPUBFUN;xmlTextReaderState
xmlTextReaderReadState,function,xmlreader.c:1558,,,xmlTextReader;XMLPUBFUN
xmlTextReaderNext,function,xmlreader.c:1594,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderNextSibling,function,xmlreader.c:1952,,,xmlTextReader;XMLPUBFUN
xmlNewTextReaderFilename,function,xmlreader.c:2086,,,xmlTextReader;xmlParserInputBufferPtr;xmlTextReaderPtr;xmlParserErrors
xmlFreeTextReader,function,xmlreader.c:2127,,,xmlTextReader;XMLPUBFUN
xmlTextReaderClose,function,xmlreader.c:2203,,,xmlTextReader;XMLPUBFUN
xmlTextReaderMoveToAttributeNo,function,xmlreader.c:2512,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlNodePtr;XMLPUBFUN
xmlTextReaderMoveToFirstAttribute,function,xmlreader.c:2718,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderMoveToNextAttribute,function,xmlreader.c:2745,,,xmlTextReader;xmlNsPtr;XMLPUBFUN;xmlNodePtr
xmlTextReaderMoveToElement,function,xmlreader.c:2782,,,xmlTextReader;XMLPUBFUN
xmlTextReaderAttributeCount,function,xmlreader.c:2885,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlNodePtr;XMLPUBFUN
xmlTextReaderNodeType,function,xmlreader.c:2929,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderIsEmptyElement,function,xmlreader.c:2996,,,xmlTextReader;XMLPUBFUN
xmlTextReaderDepth,function,xmlreader.c:3373,,,xmlTextReader;XMLPUBFUN
xmlTextReaderHasAttributes,function,xmlreader.c:3395,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderHasValue,function,xmlreader.c:3420,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderIsDefault,function,xmlreader.c:3560,,,xmlTextReader;XMLPUBFUN
xmlTextReaderQuoteChar,function,xmlreader.c:3573,,,xmlTextReader;XMLPUBFUN
xmlTextReaderNormalization,function,xmlreader.c:3646,,,xmlTextReader;XMLPUBFUN
xmlTextReaderSetParserProp,function,xmlreader.c:3669,,,xmlParserCtxtPtr;xmlTextReader;xmlParserProperties;XMLPUBFUN
xmlTextReaderGetParserProp,function,xmlreader.c:3731,,,xmlParserCtxtPtr;xmlTextReader;xmlParserProperties;XMLPUBFUN
xmlTextReaderGetParserLineNumber,function,xmlreader.c:3764,,,xmlTextReader;XMLPUBFUN
xmlTextReaderGetParserColumnNumber,function,xmlreader.c:3780,,,xmlTextReader;XMLPUBFUN
xmlTextReaderRelaxNGSetSchema,function,xmlreader.c:3925,,,xmlTextReader;xmlRelaxNG;XMLPUBFUN
xmlTextReaderSchemaValidateCtxt,function,xmlreader.c:4305,,,xmlTextReader;xmlSchemaValidCtxt;XMLPUBFUN
xmlTextReaderSchemaValidate,function,xmlreader.c:4323,,,xmlTextReader;XMLPUBFUN
xmlTextReaderRelaxNGValidateCtxt,function,xmlreader.c:4342,,,xmlTextReader;XMLPUBFUN;xmlRelaxNGValidCtxt
xmlTextReaderRelaxNGValidate,function,xmlreader.c:4360,,,xmlTextReader;XMLPUBFUN
xmlTextReaderIsNamespaceDecl,function,xmlreader.c:4376,,,xmlTextReader;xmlNodePtr;XMLPUBFUN
xmlTextReaderStandalone,function,xmlreader.c:4427,,,xmlTextReader;xmlDocPtr;XMLPUBFUN
xmlTextReaderLocatorLineNumber,function,xmlreader.c:4454,,,xmlParserInputPtr;xmlParserCtxtPtr;XMLPUBFUN;xmlTextReaderLocatorPtr
xmlTextReaderSetErrorHandler,function,xmlreader.c:4528,,,xmlTextReader;xmlTextReaderErrorFunc;XMLPUBFUN
xmlTextReaderSetStructuredErrorHandler,function,xmlreader.c:4585,,,xmlTextReader;xmlStructuredErrorFunc;XMLPUBFUN
xmlTextReaderGetErrorHandler,function,xmlreader.c:4638,,,xmlTextReader;xmlTextReaderErrorFunc;XMLPUBFUN
xmlTextReaderSetResourceLoader,function,xmlreader.c:4657,,,xmlTextReader;xmlResourceLoader;XMLPUBFUN
xmlTextReaderIsValid,function,xmlreader.c:4675,,,xmlTextReader;XMLPUBFUN
xmlTextReaderSetMaxAmplification,function,xmlreader.c:4901,,,xmlTextReader;XMLPUBFUN
xmlTextReaderByteConsumed,function,xmlreader.c:4938,,,xmlParserInputPtr;xmlTextReader;XMLPUBFUN
xmlReaderForFile,function,xmlreader.c:5017,,,xmlTextReader;xmlTextReaderPtr
xmlReaderForMemory,function,xmlreader.c:5043,,,xmlTextReader;xmlParserInputBufferPtr;xmlTextReaderPtr
xmlReaderForFd,function,xmlreader.c:5079,,,xmlTextReader;xmlParserInputBufferPtr;xmlTextReaderPtr;xmlParserErrors
xmlReaderForIO,function,xmlreader.c:5133,,,xmlParserInputBufferPtr;xmlTextReader;xmlInputCloseCallback;xmlTextReaderPtr;xmlInputReadCallback
xmlReaderNewFile,function,xmlreader.c:5246,,,xmlParserInputFlags;xmlParserInputBufferPtr;xmlTextReader;xmlParserErrors;XMLPUBFUN
xmlReaderNewMemory,function,xmlreader.c:5303,,,xmlTextReader;xmlParserInputBufferPtr;XMLPUBFUN
xmlReaderNewFd,function,xmlreader.c:5336,,,xmlTextReader;xmlParserInputBufferPtr;XMLPUBFUN;xmlParserErrors
xmlReaderNewIO,function,xmlreader.c:5386,,,xmlParserInputBufferPtr;xmlTextReader;xmlInputCloseCallback;xmlInputReadCallback;XMLPUBFUN
xmlRegNewExecCtxt,function,xmlregexp.c:3608,,,xmlRegExecCallbacks;xmlRegExecCtxt;xmlRegexp;xmlRegExecCtxtPtr
xmlRegFreeExecCtxt,function,xmlregexp.c:3667,,,xmlRegExecCtxt
xmlRegexpPrint,function,xmlregexp.c:5404,,,xmlRegexp
xmlRegexpIsDeterminist,function,xmlregexp.c:5491,,,xmlRegexp;xmlAutomataPtr;XMLPUBFUN
xmlRegFreeRegexp,function,xmlregexp.c:5530,,,xmlRegexp;XMLPUBFUN
xmlNewAutomata,function,xmlregexp.c:5576,,,xmlAutomataPtr;xmlAutomata
xmlFreeAutomata,function,xmlregexp.c:5606,,,xmlAutomata
xmlAutomataSetFlags,function,xmlregexp.c:5621,,,XML_HIDDEN;xmlAutomata
xmlAutomataSetFinalState,function,xmlregexp.c:5652,,,xmlAutomata;xmlAutomataState
xmlAutomataNewCounter,function,xmlregexp.c:6227,,,xmlAutomata
xmlAutomataCompile,function,xmlregexp.c:6299,,,xmlRegexp;xmlRegexpPtr;xmlAutomata
xmlAutomataIsDeterminist,function,xmlregexp.c:6321,,,xmlAutomata
_xmlChRangeGroup,struct,xmlregexp.c:69,,,xmlChRangeGroup;_xmlChRangeGroup
xmlSaveSetIndentString,function,xmlsave.c:126,,,xmlSaveCtxt;XMLPUBFUN
xmlSaveToFd,function,xmlsave.c:1831,,,xmlSaveCtxt;xmlSaveCtxtPtr
xmlSaveToFilename,function,xmlsave.c:1862,,,xmlSaveCtxt;xmlSaveCtxtPtr
xmlSaveToIO,function,xmlsave.c:1929,,,xmlSaveCtxt;xmlSaveCtxtPtr;xmlOutputWriteCallback;xmlOutputCloseCallback
xmlSaveNotationTable,function,xmlsave.c:2023,,,xmlSaveCtxt;XML_HIDDEN;xmlNotationTable
xmlSaveFlush,function,xmlsave.c:2038,,,xmlSaveCtxt;XMLPUBFUN
xmlSaveClose,function,xmlsave.c:2053,,,xmlSaveCtxt;XMLPUBFUN
xmlSaveFinish,function,xmlsave.c:2073,,,xmlSaveCtxt;xmlParserErrors
xmlSaveSetEscape,function,xmlsave.c:2102,,,xmlSaveCtxt;xmlCharEncodingOutputFunc
xmlSaveSetAttrEscape,function,xmlsave.c:2119,,,xmlSaveCtxt;xmlCharEncodingOutputFunc
xmlSchemaNewMemParserCtxt,function,xmlschemas.c:12191,,,xmlSchemaParserCtxt;xmlSchemaParserCtxtPtr
xmlSchemaFreeParserCtxt,function,xmlschemas.c:12237,,,XMLPUBFUN;xmlSchemaParserCtxt
type,function,xmlschemas.c:15518,,,WXS_IS_COMPLEX
xmlSchemaSetParserErrors,function,xmlschemas.c:20985,,,xmlSchemaParserCtxt;xmlSchemaValidityErrorFunc;xmlSchemaValidityWarningFunc;XMLPUBFUN
xmlSchemaSetParserStructuredErrors,function,xmlschemas.c:21006,,,xmlStructuredErrorFunc;XMLPUBFUN;xmlSchemaParserCtxt
xmlSchemaGetParserErrors,function,xmlschemas.c:21028,,,xmlSchemaParserCtxt;xmlSchemaValidityErrorFunc;xmlSchemaValidityWarningFunc;XMLPUBFUN
xmlSchemaSetResourceLoader,function,xmlschemas.c:21053,,,xmlResourceLoader;XMLPUBFUN;xmlSchemaParserCtxt
xmlSchemaFreeValidCtxt,function,xmlschemas.c:27202,,,xmlSchemaAttrInfoPtr;xmlSchemaValidCtxt;xmlSchemaIDCAugPtr;xmlSchemaPSVIIDCNodePtr;XMLPUBFUN;xmlSchemaNodeInfoPtr
xmlSchemaIsValid,function,xmlschemas.c:27291,,,xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaSetValidErrors,function,xmlschemas.c:27309,,,xmlSchemaValidityErrorFunc;xmlSchemaValidCtxt;xmlSchemaValidityWarningFunc;XMLPUBFUN
xmlSchemaSetValidStructuredErrors,function,xmlschemas.c:27330,,,xmlSchemaValidCtxt;xmlStructuredErrorFunc;XMLPUBFUN
xmlSchemaGetValidErrors,function,xmlschemas.c:27353,,,xmlSchemaValidityErrorFunc;xmlSchemaValidCtxt;xmlSchemaValidityWarningFunc;XMLPUBFUN
xmlSchemaSetValidOptions,function,xmlschemas.c:27378,,,xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaValidCtxtGetOptions,function,xmlschemas.c:27407,,,xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaSAXUnplug,function,xmlschemas.c:28242,,,xmlSchemaSAXPlugStruct;xmlSAXHandlerPtr;XMLPUBFUN
xmlSchemaValidateSetLocator,function,xmlschemas.c:28277,,,xmlSchemaValidityLocatorFunc;xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaValidateFile,function,xmlschemas.c:28444,,,xmlParserCtxtPtr;xmlSchemaValidCtxt;XMLPUBFUN
xmlSchemaInitTypes,function,xmlschemastypes.c:523,,,xmlSchemaWildcardPtr;xmlSchemaModelGroupPtr;xmlSchemaTypePtr;xmlSchemaTreeItemPtr;xmlSchemaParticlePtr;XMLPUBFUN
xmlSchemaCleanupTypes,function,xmlschemastypes.c:871,,,
xmlSchemaValueAppend,function,xmlschemastypes.c:1076,,,xmlSchemaVal;XMLPUBFUN
xmlSchemaValueGetAsBoolean,function,xmlschemastypes.c:1138,,,xmlSchemaVal;XMLPUBFUN
xmlSchemaFreeValue,function,xmlschemastypes.c:1227,,,xmlSchemaVal;xmlSchemaValPtr;XMLPUBFUN
xmlSchemaCopyValue,function,xmlschemastypes.c:3778,,,xmlSchemaVal;xmlSchemaValPtr
xmlSchemaCompareValues,function,xmlschemastypes.c:5060,,,xmlSchemaVal;XMLPUBFUN;xmlSchemaWhitespaceValueType
xmlSchemaCompareValuesWhtsp,function,xmlschemastypes.c:5094,,,xmlSchemaVal;XMLPUBFUN;xmlSchemaWhitespaceValueType
xmlGetUTF8Char,function,xmlstring.c:805,,,XMLPUBFUN
xmlCheckUTF8,function,xmlstring.c:874,,,XMLPUBFUN
xmlNewTextWriterFilename,function,xmlwriter.c:225,,,xmlOutputBufferPtr;xmlTextWriter;xmlTextWriterPtr
xmlFreeTextWriter,function,xmlwriter.c:447,,,xmlTextWriter;XMLPUBFUN
xmlTextWriterEndDocument,function,xmlwriter.c:605,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterStartComment,function,xmlwriter.c:693,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndComment,function,xmlwriter.c:775,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatComment,function,xmlwriter.c:831,,,xmlTextWriter
xmlTextWriterEndElement,function,xmlwriter.c:1072,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterFullEndElement,function,xmlwriter.c:1162,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatRaw,function,xmlwriter.c:1245,,,xmlTextWriter
xmlTextWriterWriteFormatString,function,xmlwriter.c:1363,,,xmlTextWriter
xmlTextWriterWriteBase64,function,xmlwriter.c:1556,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteBinHex,function,xmlwriter.c:1644,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndAttribute,function,xmlwriter.c:1839,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndPI,function,xmlwriter.c:2364,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterStartCDATA,function,xmlwriter.c:2501,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndCDATA,function,xmlwriter.c:2578,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatCDATA,function,xmlwriter.c:2621,,,xmlTextWriter
xmlTextWriterEndDTD,function,xmlwriter.c:2840,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndDTDElement,function,xmlwriter.c:3102,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndDTDAttlist,function,xmlwriter.c:3329,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterEndDTDEntity,function,xmlwriter.c:3570,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterFlush,function,xmlwriter.c:4059,,,xmlTextWriter;XMLPUBFUN
xmlTextWriterClose,function,xmlwriter.c:4083,,,xmlTextWriter;XMLPUBFUN
xmlTextWriterSetIndent,function,xmlwriter.c:4402,,,xmlTextWriter;XMLPUBFUN
xmlXPathInit,function,xpath.c:180,,,
xmlInitXPathInternal,function,xpath.c:201,,,XML_HIDDEN
xmlXPathIsNaN,function,xpath.c:250,,,XMLPUBFUN
xmlXPathIsInf,function,xpath.c:265,,,XMLPUBFUN
xmlXPathFreeCompExpr,function,xpath.c:955,,,XMLPUBFUN;xmlXPathStepOpPtr;xmlXPathCompExpr
xmlXPathDebugDumpCompExpr,function,xpath.c:1459,,,XMLPUBFUN;xmlXPathCompExpr
xmlXPathCastBooleanToNumber,function,xpath.c:4492,,,XMLPUBFUN
xmlXPathCastNumberToBoolean,function,xpath.c:4602,,,XMLPUBFUN
print_xpath_nodes,function,example/xpath1.c:198,,,xmlNodePtr;xmlNsPtr;xmlNodeSetPtr
__libxml2_xzopen,function,xzlib.c:208,,,xzFile;XML_HIDDEN
__libxml2_xzdopen,function,xzlib.c:214,,,xzFile;XML_HIDDEN
__libxml2_xzcompressed,function,xzlib.c:697,,,xzFile;XML_HIDDEN
__libxml2_xzread,function,xzlib.c:704,,,xzFile;lzma_stream;xz_statep;XML_HIDDEN
__libxml2_xzclose,function,xzlib.c:793,,,xzFile;xz_statep;XML_HIDDEN
htmlIsScriptAttribute,function,HTMLparser.c:1568,,,xmlChar
htmlParseElement,function,HTMLparser.c:4307,,,htmlParserCtxt;xmlChar
htmlElementAllowedHere,function,HTMLparser.c:5451,,,htmlElemDesc;xmlChar
htmlElementStatusHere,function,HTMLparser.c:5464,,,htmlElemDesc;htmlStatus
htmlAttrAllowed,function,HTMLparser.c:5478,,,htmlElemDesc;htmlStatus;xmlChar
htmlEntityLookup,function,HTMLparser.c:1894,,,htmlEntityDesc;xmlChar
htmlEntityValueLookup,function,HTMLparser.c:1925,,,htmlEntityDesc
htmlUTF8ToHtml,function,HTMLparser.c:1952,,,htmlEntityDesc
htmlEncodeEntities,function,HTMLparser.c:2053,,,htmlEntityDesc
htmlParseContentType,function,HTMLtree.c:74,,,htmlMetaEncodingOffsets;XML_HIDDEN;xmlChar
htmlIsBooleanAttr,function,HTMLtree.c:361,,,xmlChar
xmlSAX2InternalSubset,function,SAX2.c:236,,,xmlChar;xmlParserCtxtPtr;xmlNodePtr;xmlDtdPtr;XMLPUBFUN
xmlSAX2ExternalSubset,function,SAX2.c:268,,,xmlParserInputPtr;xmlParserCtxtPtr;XMLPUBFUN;xmlChar
xmlSAX2EntityDecl,function,SAX2.c:518,,,xmlParserCtxtPtr;xmlEntityPtr;XMLPUBFUN;xmlChar
xmlSAX2NotationDecl,function,SAX2.c:716,,,xmlParserCtxtPtr;xmlNotationPtr;XMLPUBFUN;xmlChar
xmlSAX2UnparsedEntityDecl,function,SAX2.c:764,,,XMLPUBFUN;xmlChar
xmlSAX2StartDocument,function,SAX2.c:790,,,xmlParserCtxtPtr;xmlDocPtr;XMLPUBFUN;xmlChar
xmlSAX2EndDocument,function,SAX2.c:840,,,xmlParserCtxtPtr;xmlDocPtr;XMLPUBFUN;xmlChar
xmlSAX2StartElement,function,SAX2.c:1700,,,xmlParserCtxtPtr;xmlChar
xmlSAX2EndElement,function,SAX2.c:1734,,,xmlParserCtxtPtr;xmlChar
xmlSAX2StartElementNs,function,SAX2.c:2122,,,xmlNsPtr;xmlAttrPtr;xmlChar;xmlParserCtxtPtr;xmlNodePtr;XMLPUBFUN
xmlSAX2EndElementNs,function,SAX2.c:2393,,,xmlParserCtxtPtr;XMLPUBFUN;xmlChar
xmlSAX2Reference,function,SAX2.c:2423,,,xmlParserCtxtPtr;xmlNodePtr;XMLPUBFUN;xmlChar
xmlSAX2Characters,function,SAX2.c:2582,,,xmlParserCtxtPtr;XMLPUBFUN;xmlChar
xmlSAX2IgnorableWhitespace,function,SAX2.c:2596,,,XMLPUBFUN;xmlChar
xmlSAX2ProcessingInstruction,function,SAX2.c:2608,,,xmlParserCtxtPtr;xmlNodePtr;XMLPUBFUN;xmlChar
xmlSAX2Comment,function,SAX2.c:2632,,,xmlParserCtxtPtr;xmlNodePtr;XMLPUBFUN;xmlChar
xmlSAX2CDataBlock,function,SAX2.c:2656,,,xmlParserCtxtPtr;XMLPUBFUN;xmlChar
xmlSAXVersion,function,SAX2.c:2687,,,xmlSAXHandler;XMLPUBFUN
xmlSAX2InitDefaultSAXHandler,function,SAX2.c:2744,,,xmlSAXHandler;XMLPUBFUN
xmlSAX2InitHtmlDefaultSAXHandler,function,SAX2.c:2774,,,xmlSAXHandler;XMLPUBFUN
xmlBufCreateMem,function,buf.c:125,,,xmlBuf;xmlBufPtr;xmlChar
xmlBufDetach,function,buf.c:174,,,xmlBuf;xmlChar
xmlBufAdd,function,buf.c:459,,,xmlBuf;XML_HIDDEN;xmlChar
xmlBufCat,function,buf.c:487,,,xmlBuf;XML_HIDDEN;xmlChar
xmlLoadSGMLSuperCatalog,function,catalog.c:2548,,,xmlChar;xmlCatalog;xmlCatalogPtr
xmlLoadACatalog,function,catalog.c:2583,,,xmlChar;xmlCatalog;xmlCatalogPtr
xmlACatalogResolveSystem,function,catalog.c:2682,,,xmlCatalog;xmlChar
xmlACatalogResolvePublic,function,catalog.c:2715,,,xmlCatalog;xmlChar
xmlACatalogResolve,function,catalog.c:2749,,,xmlCatalog;xmlChar
xmlACatalogResolveURI,function,catalog.c:2793,,,xmlCatalog;xmlChar
xmlACatalogAdd,function,catalog.c:2848,,,xmlCatalogEntryPtr;xmlCatalogEntryType;xmlChar;xmlCatalog;XMLPUBFUN
xmlACatalogRemove,function,catalog.c:2885,,,xmlCatalog;XMLPUBFUN;xmlChar
xmlInitializeCatalog,function,catalog.c:2977,,,xmlCatalogEntryPtr;xmlCatalogPtr;XMLPUBFUN;xmlChar
xmlLoadCatalogs,function,catalog.c:3076,,,XMLPUBFUN;xmlChar
xmlCatalogAdd,function,catalog.c:3244,,,XMLPUBFUN;xmlChar
xmlCatalogRemove,function,catalog.c:3279,,,XMLPUBFUN;xmlChar
xmlCatalogAddLocal,function,catalog.c:3445,,,xmlCatalogEntryPtr;xmlChar
xmlCatalogLocalResolve,function,catalog.c:3483,,,xmlCatalogEntryPtr;xmlChar
xmlCatalogLocalResolveURI,function,catalog.c:3523,,,xmlCatalogEntryPtr;xmlChar
xmlCatalogGetSystem,function,catalog.c:3557,,,xmlChar
xmlCatalogGetPublic,function,catalog.c:3600,,,xmlChar
xmlCharInRange,function,chvalid.c:32,,,xmlChLRange;xmlChRangeGroup;XMLPUBFUN;xmlChSRange
xmlDebugDumpString,function,debugXML.c:1298,,,XMLPUBFUN;xmlChar
xmlDictOwns,function,dict.c:360,,,xmlDictStringsPtr;xmlDict;XMLPUBFUN;xmlChar
xmlDictComputeHash,function,dict.c:497,,,xmlDict;XML_HIDDEN;xmlChar
xmlDictLookupHashed,function,dict.c:833,,,xmlHashedString;xmlDictEntry;xmlChar;xmlDict;XML_HIDDEN
xmlNewCharEncodingHandler,function,encoding.c:701,,,xmlCharEncodingOutputFunc;xmlCharEncodingHandler;xmlCharEncodingHandlerPtr;xmlCharEncodingInputFunc
xmlCharEncNewCustomHandler,function,encoding.c:766,,,xmlCharEncConvFunc;xmlCharEncConvCtxtDtor;xmlParserErrors;xmlCharEncodingHandler;XMLPUBFUN
xmlCleanupCharEncodingHandlers,function,encoding.c:840,,,xmlCharEncodingHandler
xmlRegisterCharEncodingHandler,function,encoding.c:870,,,xmlCharEncodingHandler
xmlLookupCharEncodingHandler,function,encoding.c:985,,,xmlCharEncFlags;xmlParserErrors;xmlCharEncodingHandler;xmlCharEncoding;XMLPUBFUN
xmlCreateCharEncodingHandler,function,encoding.c:1064,,,xmlCharEncFlags;xmlParserErrors;xmlCharEncConvImpl;xmlCharEncodingHandler;xmlCharEncoding;XMLPUBFUN
xmlOpenCharEncodingHandler,function,encoding.c:1168,,,xmlCharEncFlags;xmlCharEncodingHandler;XMLPUBFUN;xmlParserErrors
xmlEncInputChunk,function,encoding.c:1682,,,xmlCharEncConvFunc;xmlCharEncError;xmlCharEncodingHandler;XML_HIDDEN;xmlCharEncodingInputFunc
xmlCharEncFirstLine,function,encoding.c:1776,,,xmlCharEncodingHandler;_xmlBuffer
xmlCharEncInFunc,function,encoding.c:1892,,,xmlCharEncodingHandler;_xmlBuffer;XMLPUBFUN
xmlCharEncOutFunc,function,encoding.c:2099,,,xmlCharEncodingHandler;_xmlBuffer;XMLPUBFUN;xmlChar
xmlCharEncCloseFunc,function,encoding.c:2191,,,xmlCharEncodingHandler;XMLPUBFUN
xmlEntity,struct,include/libxml/entities.h:46,,,xmlEntityType;xmlElementType;xmlChar
xmlFormatError,function,error.c:443,,,xmlNodePtr;XMLPUBFUN;xmlGenericErrorFunc;xmlParserInputPtr;xmlChar;xmlError;xmlParserCtxtPtr;xmlErrorLevel
xmlRaiseMemoryError,function,error.c:667,,,xmlGenericErrorFunc;xmlStructuredErrorFunc;XML_HIDDEN;xmlError
xmlResetError,function,error.c:980,,,XMLPUBFUN;xmlError
xmlResetLastError,function,error.c:1004,,,XMLPUBFUN;xmlError
xmlCopyError,function,error.c:1020,,,XMLPUBFUN;xmlError
xmlFuzzReadEntities,function,fuzz/fuzz.c:366,,,xmlChar;xmlFuzzEntityInfo
